c
c
c
c
c
40 1600
15 27 74
15 28 73
15 29 44
15 30 65
15 31 90
15 32 58
15 33 12
15 34 20
15 35 67
15 36 60
15 37 66
15 38 15
15 39 59
16 0 99
16 1 80
16 2 88
16 3 7
16 4 73
16 5 23
16 6 24
16 7 41
16 8 86
16 9 55
16 10 45
16 11 63
16 12 47
16 13 69
16 14 42
16 15 21
16 16 0
16 17 7
16 18 81
16 19 64
16 20 16
16 21 36
16 22 11
16 23 31
16 24 85
16 25 95
16 26 90
16 27 6
16 28 15
16 29 68
16 30 80
16 31 68
16 32 92
16 33 28
16 34 28
16 35 99
16 36 46
16 37 47
16 38 11
16 39 80
17 0 45
17 1 12
17 2 31
17 3 74
17 4 52
17 5 70
17 6 85
17 7 78
17 8 64
17 9 40
17 10 14
17 11 33
17 12 46
17 13 37
17 14 39
17 15 41
17 16 46
17 17 0
17 18 19
17 19 43
17 20 46
17 21 92
17 22 77
17 23 17
17 24 85
17 25 98
17 26 56
17 27 85
17 28 45
17 29 58
17 30 10
17 31 6
17 32 79
17 33 58
17 34 85
17 35 79
17 36 58
17 37 18
17 38 79
17 39 42
18 0 8
18 1 42
18 2 49
18 3 58
18 4 34
18 5 87
18 6 79
18 7 44
18 8 14
18 9 62
18 10 14
18 11 84
18 12 36
18 13 64
18 14 66
18 15 13
18 16 72
18 17 56
18 18 0
18 19 4
18 20 44
18 21 35
18 22 81
18 23 69
18 24 40
18 25 91
18 26 18
18 27 42
18 28 49
18 29 75
18 30 86
18 31 50
18 32 51
18 33 69
18 34 67
18 35 37
18 36 85
18 37 69
18 38 72
18 39 69
19 0 34
19 1 34
19 2 42
19 3 93
19 4 64
19 5 7
19 6 29
19 7 10
19 8 79
19 9 63
19 10 26
19 11 46
19 12 41
19 13 56
19 14 93
19 15 59
19 16 93
19 17 35
19 18 39
19 19 0
19 20 73
19 21 35
19 22 98
19 23 3
19 24 17
19 25 82
19 26 76
19 27 6
19 28 26
19 29 55
19 30 16
19 31 78
19 32 43
19 33 51
19 34 24
19 35 14
19 36 26
19 37 93
19 38 13
19 39 43
20 0 42
20 1 88
20 2 97
20 3 1
20 4 92
20 5 38
20 6 87
20 7 34
20 8 40
20 9 32
20 10 25
20 11 63
20 12 70
20 13 15
20 14 23
20 15 15
20 16 24
20 17 7
20 18 70
20 19 78
20 20 0
20 21 41
20 22 3
20 23 79
20 24 53
20 25 40
20 26 5
20 27 72
20 28 28
20 29 37
20 30 88
20 31 9
20 32 33
20 33 44
20 34 18
20 35 34
20 36 41
20 37 54
20 38 23
20 39 97
21 0 30
21 1 28
21 2 77
21 3 41
21 4 28
21 5 58
21 6 74
21 7 51
21 8 69
21 9 86
21 10 45
21 11 20
21 12 23
21 13 55
21 14 34
21 15 18
21 16 52
21 17 35
21 18 18
21 19 98
21 20 59
21 21 0
21 22 56
21 23 82
21 24 41
21 25 85
21 26 35
21 27 43
21 28 80
21 29 14
21 30 83
21 31 44
21 32 53
21 33 11
21 34 48
21 35 58
21 36 67
21 37 57
21 38 30
21 39 20
22 0 50
22 1 75
22 2 77
22 3 80
22 4 39
22 5 70
22 6 55
22 7 63
22 8 22
22 9 87
22 10 43
22 11 9
22 12 73
22 13 36
22 14 52
22 15 21
22 16 49
22 17 9
22 18 21
22 19 59
22 20 62
22 21 85
22 22 0
22 23 78
22 24 78
22 25 45
22 26 49
22 27 89
22 28 17
22 29 35
22 30 87
22 31 87
22 32 79
22 33 84
22 34 49
22 35 40
22 36 15
22 37 17
22 38 29
22 39 27
23 0 94
23 1 6
23 2 54
23 3 73
23 4 45
23 5 62
23 6 35
23 7 39
23 8 59
23 9 54
23 10 50
23 11 80
23 12 88
23 13 73
23 14 34
23 15 43
23 16 97
23 17 35
23 18 22
23 19 99
23 20 4
23 21 69
23 22 74
23 23 0
23 24 83
23 25 44
23 26 81
23 27 85
23 28 3
23 29 41
23 30 13
23 31 98
23 32 90
23 33 1
23 34 16
23 35 64
23 36 90
23 37 45
23 38 66
23 39 9
24 0 43
24 1 54
24 2 9
24 3 8
24 4 86
24 5 96
24 6 30
24 7 21
24 8 59
24 9 4
24 10 73
24 11 76
24 12 96
24 13 2
24 14 30
24 15 29
24 16 93
24 17 24
24 18 33
24 19 99
24 20 79
24 21 31
24 22 96
24 23 68
24 24 0
24 25 70
24 26 92
24 27 67
24 28 49
24 29 41
24 30 23
24 31 98
24 32 79
24 33 47
24 34 22
24 35 8
24 36 13
24 37 68
24 38 44
24 39 64
25 0 23
25 1 5
25 2 43
25 3 37
25 4 52
25 5 73
25 6 64
25 7 31
25 8 70
25 9 88
25 10 8
25 11 8
25 12 31
25 13 64
25 14 18
25 15 20
25 16 37
25 17 30
25 18 80
25 19 3
25 20 41
25 21 2
25 22 22
25 23 77
25 24 47
25 25 0
25 26 27
25 27 27
25 28 75
25 29 61
25 30 46
25 31 70
25 32 60
25 33 75
25 34 32
25 35 90
25 36 97
25 37 81
25 38 18
25 39 6
26 0 71
26 1 82
26 2 75
26 3 96
26 4 20
26 5 86
26 6 85
26 7 64
26 8 63
26 9 60
26 10 59
26 11 56
26 12 91
26 13 57
26 14 86
26 15 65
26 16 43
26 17 1
26 18 32
26 19 83
26 20 71
26 21 7
26 22 49
26 23 12
26 24 92
26 25 33
26 26 0
26 27 71
26 28 5
26 29 17
26 30 10
26 31 82
26 32 62
26 33 60
26 34 58
26 35 65
26 36 36
26 37 81
26 38 99
26 39 11
27 0 85
27 1 3
27 2 61
27 3 9
27 4 50
27 5 60
27 6 62
27 7 4
27 8 89
27 9 36
27 10 19
27 11 62
27 12 82
27 13 13
27 14 52
27 15 54
27 16 44
27 17 13
27 18 56
27 19 44
27 20 90
27 21 47
27 22 85
27 23 49
27 24 15
27 25 5
27 26 56
27 27 0
27 28 38
27 29 67
27 30 63
27 31 61
27 32 89
27 33 10
27 34 46
27 35 85
27 36 20
27 37 27
27 38 28
27 39 99
28 0 70
28 1 45
28 2 55
28 3 52
28 4 83
28 5 7
28 6 39
28 7 46
28 8 29
28 9 63
28 10 48
28 11 17
28 12 44
28 13 88
28 14 38
28 15 14
28 16 31
28 17 80
28 18 99
28 19 64
28 20 17
28 21 13
28 22 41
28 23 80
28 24 34
28 25 99
28 26 61
28 27 12
28 28 0
28 29 32
28 30 15
28 31 88
28 32 14
28 33 93
28 34 63
28 35 22
28 36 9
28 37 63
28 38 15
28 39 70
29 0 84
29 1 45
29 2 89
29 3 20
29 4 83
29 5 36
29 6 18
29 7 2
29 8 49
29 9 91
29 10 29
29 11 73
29 12 67
29 13 23
29 14 3
29 15 75
29 16 77
29 17 40
29 18 83
29 19 17
29 20 52
29 21 45
29 22 69
29 23 42
29 24 70
29 25 63
29 26 68
29 27 61
29 28 59
29 29 0
29 30 78
29 31 30
29 32 47
29 33 42
29 34 60
29 35 73
29 36 42
29 37 58
29 38 38
29 39 47
30 0 20
30 1 9
30 2 65
30 3 10
30 4 3
30 5 44
30 6 69
30 7 83
30 8 75
30 9 94
30 10 37
30 11 44
30 12 21
30 13 56
30 14 71
30 15 69
30 16 34
30 17 80
30 18 51
30 19 79
30 20 38
30 21 68
30 22 7
30 23 94
30 24 1
30 25 24
30 26 87
30 27 78
30 28 81
30 29 69
30 30 0
30 31 59
30 32 35
30 33 26
30 34 39
30 35 58
30 36 16
30 37 27
30 38 1
30 39 44
31 0 44
31 1 40
31 2 23
31 3 37
31 4 75
31 5 17
31 6 71
31 7 30
31 8 1
31 9 34
31 10 78
31 11 88
31 12 93
31 13 99
31 14 2
31 15 54
31 16 39
31 17 9
31 18 9
31 19 48
31 20 58
31 21 4
31 22 28
31 23 8
31 24 17
31 25 58
31 26 57
31 27 11
31 28 7
31 29 81
31 30 52
31 31 0
31 32 89
31 33 42
31 34 70
31 35 50
31 36 70
31 37 40
31 38 15
31 39 66
32 0 18
32 1 98
32 2 84
32 3 8
32 4 63
32 5 60
32 6 50
32 7 31
32 8 62
32 9 36
32 10 62
32 11 24
32 12 41
32 13 41
32 14 97
32 15 42
32 16 30
32 17 8
32 18 50
32 19 76
32 20 83
32 21 22
32 22 79
32 23 46
32 24 69
32 25 6
32 26 36
32 27 70
32 28 40
32 29 50
32 30 49
32 31 44
32 32 0
32 33 69
32 34 69
32 35 94
32 36 50
32 37 62
32 38 20
32 39 76
33 0 23
33 1 41
33 2 21
33 3 98
33 4 82
33 5 74
33 6 35
33 7 82
33 8 48
33 9 48
33 10 79
33 11 11
33 12 78
33 13 63
33 14 86
33 15 85
33 16 33
33 17 91
33 18 33
33 19 99
33 20 73
33 21 24
33 22 58
33 23 37
33 24 35
33 25 61
33 26 42
33 27 70
33 28 4
33 29 30
33 30 22
33 31 58
33 32 74
33 33 0
33 34 93
33 35 6
33 36 56
33 37 73
33 38 96
33 39 71
34 0 32
34 1 88
34 2 12
34 3 51
34 4 88
34 5 87
34 6 68
34 7 12
34 8 18
34 9 57
34 10 24
34 11 93
34 12 3
34 13 73
34 14 32
34 15 54
34 16 61
34 17 41
34 18 94
34 19 78
34 20 2
34 21 50
34 22 18
34 23 86
34 24 99
34 25 98
34 26 25
34 27 71
34 28 62
34 29 64
34 30 85
34 31 17
34 32 5
34 33 1
34 34 0
34 35 30
34 36 62
34 37 11
34 38 46
34 39 71
35 0 89
35 1 85
35 2 29
35 3 27
35 4 69
35 5 95
35 6 29
35 7 79
35 8 12
35 9 11
35 10 84
35 11 75
35 12 97
35 13 13
35 14 34
35 15 50
35 16 35
35 17 25
35 18 26
35 19 7
35 20 62
35 21 3
35 22 43
35 23 3
35 24 65
35 25 15
35 26 74
35 27 34
35 28 61
35 29 72
35 30 81
35 31 53
35 32 28
35 33 4
35 34 2
35 35 0
35 36 99
35 37 17
35 38 63
35 39 63
36 0 39
36 1 35
36 2 77
36 3 75
36 4 92
36 5 44
36 6 29
36 7 15
36 8 72
36 9 62
36 10 94
36 11 33
36 12 21
36 13 55
36 14 74
36 15 38
36 16 84
36 17 76
36 18 63
36 19 73
36 20 17
36 21 83
36 22 63
36 23 73
36 24 97
36 25 59
36 26 28
36 27 8
36 28 58
36 29 9
36 30 3
36 31 74
36 32 44
36 33 76
36 34 62
36 35 63
36 36 0
36 37 31
36 38 46
36 39 32
37 0 95
37 1 96
37 2 66
37 3 92
37 4 28
37 5 23
37 6 64
37 7 58
37 8 10
37 9 67
37 10 43
37 11 16
37 12 46
37 13 59
37 14 81
37 15 78
37 16 47
37 17 7
37 18 77
37 19 74
37 20 33
37 21 30
37 22 97
37 23 10
37 24 84
37 25 37
37 26 47
37 27 67
37 28 33
37 29 15
37 30 15
37 31 3
37 32 85
37 33 9
37 34 5
37 35 56
37 36 95
37 37 0
37 38 25
37 39 13
38 0 52
38 1 57
38 2 30
38 3 47
38 4 18
38 5 19
38 6 79
38 7 75
38 8 21
38 9 36
38 10 84
38 11 83
38 12 9
38 13 51
38 14 16
38 15 71
38 16 20
38 17 34
38 18 82
38 19 3
38 20 10
38 21 79
38 22 21
38 23 66
38 24 17
38 25 91
38 26 73
38 27 75
38 28 49
38 29 65
38 30 5
38 31 3
38 32 17
38 33 45
38 34 86
38 35 9
38 36 6
38 37 84
38 38 0
38 39 27
39 0 80
39 1 85
39 2 78
39 3 3
39 4 1
39 5 61
39 6 28
39 7 99
39 8 27
39 9 73
39 10 10
39 11 29
39 12 94
39 13 39
39 14 41
39 15 85
39 16 17
39 17 43
39 18 47
39 19 45
39 20 49
39 21 85
39 22 49
39 23 96
39 24 29
39 25 34
39 26 78
39 27 13
39 28 2
39 29 58
39 30 76
39 31 64
39 32 57
39 33 14
39 34 29
39 35 54
39 36 92
39 37 13
39 38 63
39 39 0
