c
c
c
c
c
30 900
11 29 49
12 0 57
12 1 22
12 2 48
12 3 64
12 4 4
12 5 22
12 6 27
12 7 41
12 8 15
12 9 10
12 10 95
12 11 84
12 12 0
12 13 81
12 14 39
12 15 81
12 16 59
12 17 56
12 18 47
12 19 94
12 20 23
12 21 44
12 22 24
12 23 53
12 24 70
12 25 38
12 26 21
12 27 76
12 28 63
12 29 98
13 0 28
13 1 36
13 2 38
13 3 23
13 4 48
13 5 6
13 6 67
13 7 52
13 8 83
13 9 65
13 10 67
13 11 58
13 12 18
13 13 0
13 14 10
13 15 88
13 16 77
13 17 71
13 18 26
13 19 97
13 20 96
13 21 24
13 22 44
13 23 32
13 24 72
13 25 25
13 26 99
13 27 80
13 28 73
13 29 2
14 0 55
14 1 93
14 2 67
14 3 2
14 4 67
14 5 9
14 6 63
14 7 22
14 8 1
14 9 96
14 10 92
14 11 63
14 12 8
14 13 40
14 14 0
14 15 65
14 16 20
14 17 67
14 18 48
14 19 51
14 20 19
14 21 28
14 22 24
14 23 5
14 24 57
14 25 94
14 26 44
14 27 66
14 28 34
14 29 6
15 0 28
15 1 97
15 2 28
15 3 57
15 4 82
15 5 31
15 6 71
15 7 29
15 8 13
15 9 81
15 10 68
15 11 61
15 12 19
15 13 5
15 14 69
15 15 0
15 16 30
15 17 59
15 18 7
15 19 62
15 20 26
15 21 79
15 22 99
15 23 56
15 24 92
15 25 73
15 26 7
15 27 95
15 28 72
15 29 59
16 0 2
16 1 17
16 2 73
16 3 14
16 4 24
16 5 70
16 6 28
16 7 94
16 8 47
16 9 27
16 10 19
16 11 37
16 12 2
16 13 89
16 14 43
16 15 64
16 16 0
16 17 96
16 18 90
16 19 91
16 20 69
16 21 45
16 22 82
16 23 82
16 24 28
16 25 81
16 26 39
16 27 18
16 28 87
16 29 45
17 0 48
17 1 22
17 2 34
17 3 24
17 4 78
17 5 15
17 6 41
17 7 71
17 8 11
17 9 73
17 10 30
17 11 77
17 12 27
17 13 81
17 14 91
17 15 85
17 16 38
17 17 0
17 18 48
17 19 6
17 20 5
17 21 64
17 22 43
17 23 65
17 24 25
17 25 18
17 26 64
17 27 87
17 28 71
17 29 39
18 0 38
18 1 95
18 2 61
18 3 80
18 4 16
18 5 37
18 6 98
18 7 74
18 8 6
18 9 32
18 10 96
18 11 33
18 12 98
18 13 50
18 14 33
18 15 56
18 16 12
18 17 67
18 18 0
18 19 60
18 20 58
18 21 95
18 22 95
18 23 73
18 24 43
18 25 67
18 26 63
18 27 62
18 28 54
18 29 5
19 0 45
19 1 73
19 2 9
19 3 66
19 4 50
19 5 79
19 6 9
19 7 3
19 8 48
19 9 16
19 10 98
19 11 47
19 12 99
19 13 99
19 14 3
19 15 25
19 16 96
19 17 98
19 18 34
19 19 0
19 20 82
19 21 27
19 22 5
19 23 42
19 24 84
19 25 34
19 26 76
19 27 58
19 28 69
19 29 76
20 0 97
20 1 97
20 2 50
20 3 44
20 4 22
20 5 33
20 6 50
20 7 3
20 8 92
20 9 6
20 10 50
20 11 90
20 12 34
20 13 94
20 14 60
20 15 80
20 16 76
20 17 86
20 18 46
20 19 25
20 20 0
20 21 10
20 22 76
20 23 96
20 24 35
20 25 1
20 26 65
20 27 9
20 28 88
20 29 23
21 0 67
21 1 54
21 2 44
21 3 60
21 4 32
21 5 75
21 6 12
21 7 32
21 8 46
21 9 51
21 10 60
21 11 71
21 12 15
21 13 90
21 14 71
21 15 23
21 16 26
21 17 36
21 18 32
21 19 85
21 20 84
21 21 0
21 22 11
21 23 47
21 24 3
21 25 48
21 26 75
21 27 17
21 28 33
21 29 62
22 0 55
22 1 13
22 2 5
22 3 75
22 4 23
22 5 54
22 6 98
22 7 94
22 8 61
22 9 34
22 10 48
22 11 34
22 12 54
22 13 46
22 14 7
22 15 61
22 16 80
22 17 6
22 18 57
22 19 5
22 20 27
22 21 73
22 22 0
22 23 67
22 24 69
22 25 33
22 26 35
22 27 38
22 28 94
22 29 12
23 0 96
23 1 30
23 2 79
23 3 28
23 4 65
23 5 46
23 6 13
23 7 27
23 8 51
23 9 85
23 10 10
23 11 13
23 12 63
23 13 24
23 14 6
23 15 55
23 16 69
23 17 28
23 18 87
23 19 61
23 20 80
23 21 68
23 22 60
23 23 0
23 24 4
23 25 46
23 26 46
23 27 40
23 28 19
23 29 72
24 0 12
24 1 95
24 2 55
24 3 97
24 4 6
24 5 25
24 6 37
24 7 58
24 8 24
24 9 32
24 10 92
24 11 90
24 12 13
24 13 28
24 14 32
24 15 18
24 16 90
24 17 44
24 18 73
24 19 43
24 20 23
24 21 7
24 22 28
24 23 5
24 24 0
24 25 8
24 26 45
24 27 48
24 28 25
24 29 98
25 0 61
25 1 55
25 2 18
25 3 76
25 4 62
25 5 90
25 6 96
25 7 90
25 8 43
25 9 71
25 10 47
25 11 91
25 12 41
25 13 11
25 14 62
25 15 8
25 16 24
25 17 76
25 18 66
25 19 95
25 20 86
25 21 2
25 22 6
25 23 72
25 24 62
25 25 0
25 26 4
25 27 7
25 28 88
25 29 81
26 0 34
26 1 3
26 2 20
26 3 72
26 4 67
26 5 17
26 6 96
26 7 25
26 8 65
26 9 50
26 10 44
26 11 95
26 12 94
26 13 87
26 14 39
26 15 42
26 16 85
26 17 16
26 18 18
26 19 65
26 20 53
26 21 32
26 22 73
26 23 73
26 24 25
26 25 52
26 26 0
26 27 71
26 28 76
26 29 72
27 0 4
27 1 44
27 2 31
27 3 17
27 4 6
27 5 88
27 6 35
27 7 35
27 8 84
27 9 35
27 10 20
27 11 99
27 12 59
27 13 62
27 14 31
27 15 84
27 16 45
27 17 26
27 18 41
27 19 93
27 20 92
27 21 83
27 22 3
27 23 39
27 24 51
27 25 6
27 26 51
27 27 0
27 28 87
27 29 36
28 0 31
28 1 4
28 2 56
28 3 23
28 4 69
28 5 68
28 6 4
28 7 51
28 8 22
28 9 44
28 10 66
28 11 98
28 12 82
28 13 3
28 14 99
28 15 57
28 16 10
28 17 5
28 18 37
28 19 74
28 20 92
28 21 85
28 22 23
28 23 68
28 24 88
28 25 34
28 26 7
28 27 81
28 28 0
28 29 3
29 0 87
29 1 96
29 2 43
29 3 60
29 4 7
29 5 7
29 6 5
29 7 49
29 8 5
29 9 48
29 10 29
29 11 37
29 12 23
29 13 67
29 14 4
29 15 46
29 16 77
29 17 56
29 18 60
29 19 58
29 20 30
29 21 90
29 22 46
29 23 75
29 24 93
29 25 52
29 26 63
29 27 16
29 28 12
29 29 0
