c
c
c
c
c
60 3600
14 46 41
14 47 45
14 48 79
14 49 37
14 50 23
14 51 10
14 52 27
14 53 44
14 54 77
14 55 69
14 56 9
14 57 73
14 58 73
14 59 19
15 0 3
15 1 88
15 2 1
15 3 78
15 4 21
15 5 32
15 6 20
15 7 56
15 8 16
15 9 33
15 10 80
15 11 54
15 12 30
15 13 24
15 14 15
15 15 0
15 16 31
15 17 24
15 18 48
15 19 5
15 20 26
15 21 54
15 22 52
15 23 95
15 24 35
15 25 52
15 26 87
15 27 18
15 28 71
15 29 58
15 30 45
15 31 51
15 32 22
15 33 81
15 34 54
15 35 27
15 36 67
15 37 79
15 38 12
15 39 61
15 40 12
15 41 94
15 42 50
15 43 58
15 44 87
15 45 90
15 46 98
15 47 89
15 48 96
15 49 82
15 50 42
15 51 39
15 52 35
15 53 55
15 54 38
15 55 30
15 56 42
15 57 5
15 58 68
15 59 14
16 0 45
16 1 73
16 2 30
16 3 43
16 4 27
16 5 73
16 6 2
16 7 89
16 8 24
16 9 89
16 10 37
16 11 70
16 12 92
16 13 40
16 14 12
16 15 55
16 16 0
16 17 60
16 18 92
16 19 82
16 20 75
16 21 35
16 22 80
16 23 24
16 24 26
16 25 10
16 26 35
16 27 62
16 28 85
16 29 84
16 30 41
16 31 5
16 32 81
16 33 5
16 34 46
16 35 46
16 36 6
16 37 37
16 38 59
16 39 53
16 40 80
16 41 84
16 42 34
16 43 72
16 44 90
16 45 58
16 46 73
16 47 18
16 48 65
16 49 45
16 50 13
16 51 62
16 52 56
16 53 28
16 54 49
16 55 29
16 56 41
16 57 62
16 58 5
16 59 48
17 0 58
17 1 46
17 2 58
17 3 6
17 4 65
17 5 87
17 6 87
17 7 44
17 8 36
17 9 75
17 10 92
17 11 5
17 12 21
17 13 89
17 14 52
17 15 63
17 16 17
17 17 0
17 18 97
17 19 39
17 20 89
17 21 28
17 22 11
17 23 42
17 24 28
17 25 25
17 26 96
17 27 88
17 28 72
17 29 38
17 30 36
17 31 80
17 32 76
17 33 99
17 34 70
17 35 63
17 36 19
17 37 81
17 38 53
17 39 79
17 40 51
17 41 57
17 42 98
17 43 58
17 44 98
17 45 49
17 46 79
17 47 85
17 48 54
17 49 16
17 50 6
17 51 59
17 52 73
17 53 66
17 54 37
17 55 10
17 56 70
17 57 7
17 58 29
17 59 86
18 0 81
18 1 40
18 2 18
18 3 84
18 4 28
18 5 45
18 6 65
18 7 6
18 8 23
18 9 34
18 10 8
18 11 22
18 12 96
18 13 88
18 14 81
18 15 87
18 16 98
18 17 72
18 18 0
18 19 49
18 20 60
18 21 38
18 22 30
18 23 8
18 24 78
18 25 45
18 26 17
18 27 39
18 28 96
18 29 19
18 30 44
18 31 97
18 32 63
18 33 84
18 34 51
18 35 28
18 36 8
18 37 15
18 38 17
18 39 89
18 40 42
18 41 88
18 42 16
18 43 96
18 44 27
18 45 42
18 46 75
18 47 1
18 48 9
18 49 53
18 50 2
18 51 93
18 52 62
18 53 11
18 54 10
18 55 15
18 56 9
18 57 84
18 58 9
18 59 25
19 0 38
19 1 8
19 2 63
19 3 82
19 4 51
19 5 94
19 6 71
19 7 42
19 8 51
19 9 48
19 10 89
19 11 49
19 12 18
19 13 69
19 14 33
19 15 6
19 16 55
19 17 37
19 18 26
19 19 0
19 20 99
19 21 8
19 22 42
19 23 94
19 24 54
19 25 54
19 26 32
19 27 98
19 28 14
19 29 17
19 30 73
19 31 58
19 32 1
19 33 70
19 34 39
19 35 7
19 36 25
19 37 7
19 38 85
19 39 17
19 40 41
19 41 39
19 42 23
19 43 83
19 44 16
19 45 40
19 46 76
19 47 39
19 48 52
19 49 1
19 50 19
19 51 62
19 52 38
19 53 21
19 54 89
19 55 7
19 56 57
19 57 7
19 58 55
19 59 64
20 0 45
20 1 14
20 2 15
20 3 23
20 4 2
20 5 54
20 6 37
20 7 55
20 8 12
20 9 81
20 10 62
20 11 7
20 12 97
20 13 74
20 14 20
20 15 96
20 16 89
20 17 38
20 18 63
20 19 6
20 20 0
20 21 65
20 22 18
20 23 45
20 24 62
20 25 71
20 26 32
20 27 39
20 28 67
20 29 69
20 30 81
20 31 62
20 32 44
20 33 29
20 34 80
20 35 68
20 36 82
20 37 75
20 38 32
20 39 6
20 40 97
20 41 24
20 42 43
20 43 88
20 44 11
20 45 39
20 46 92
20 47 52
20 48 69
20 49 52
20 50 54
20 51 80
20 52 92
20 53 28
20 54 51
20 55 46
20 56 42
20 57 90
20 58 22
20 59 68
21 0 66
21 1 31
21 2 43
21 3 37
21 4 46
21 5 3
21 6 87
21 7 35
21 8 90
21 9 71
21 10 84
21 11 69
21 12 23
21 13 2
21 14 10
21 15 97
21 16 87
21 17 4
21 18 94
21 19 23
21 20 6
21 21 0
21 22 40
21 23 66
21 24 80
21 25 4
21 26 53
21 27 90
21 28 80
21 29 37
21 30 45
21 31 93
21 32 37
21 33 44
21 34 98
21 35 27
21 36 7
21 37 87
21 38 26
21 39 75
21 40 2
21 41 57
21 42 22
21 43 8
21 44 59
21 45 81
21 46 78
21 47 49
21 48 63
21 49 83
21 50 83
21 51 14
21 52 56
21 53 65
21 54 56
21 55 37
21 56 84
21 57 76
21 58 68
21 59 35
22 0 53
22 1 11
22 2 8
22 3 98
22 4 27
22 5 37
22 6 98
22 7 50
22 8 31
22 9 11
22 10 99
22 11 12
22 12 96
22 13 72
22 14 84
22 15 27
22 16 23
22 17 99
22 18 34
22 19 58
22 20 3
22 21 35
22 22 0
22 23 95
22 24 66
22 25 80
22 26 58
22 27 58
22 28 9
22 29 60
22 30 87
22 31 11
22 32 83
22 33 50
22 34 30
22 35 43
22 36 59
22 37 39
22 38 10
22 39 89
22 40 50
22 41 66
22 42 40
22 43 73
22 44 46
22 45 14
22 46 90
22 47 82
22 48 66
22 49 50
22 50 13
22 51 90
22 52 50
22 53 31
22 54 65
22 55 76
22 56 64
22 57 41
22 58 25
22 59 74
23 0 45
23 1 43
23 2 23
23 3 17
23 4 62
23 5 65
23 6 69
23 7 73
23 8 87
23 9 79
23 10 72
23 11 38
23 12 82
23 13 10
23 14 36
23 15 46
23 16 28
23 17 55
23 18 30
23 19 32
23 20 15
23 21 89
23 22 82
23 23 0
23 24 57
23 25 76
23 26 53
23 27 61
23 28 89
23 29 2
23 30 16
23 31 88
23 32 70
23 33 51
23 34 55
23 35 10
23 36 85
23 37 93
23 38 51
23 39 58
23 40 90
23 41 89
23 42 68
23 43 98
23 44 92
23 45 37
23 46 54
23 47 74
23 48 74
23 49 10
23 50 23
23 51 92
23 52 7
23 53 18
23 54 36
23 55 7
23 56 97
23 57 5
23 58 53
23 59 37
24 0 32
24 1 76
24 2 11
24 3 89
24 4 68
24 5 49
24 6 83
24 7 65
24 8 86
24 9 87
24 10 11
24 11 32
24 12 27
24 13 13
24 14 52
24 15 16
24 16 94
24 17 79
24 18 2
24 19 61
24 20 94
24 21 75
24 22 1
24 23 6
24 24 0
24 25 85
24 26 70
24 27 39
24 28 45
24 29 98
24 30 4
24 31 87
24 32 22
24 33 34
24 34 20
24 35 42
24 36 85
24 37 11
24 38 8
24 39 39
24 40 92
24 41 49
24 42 82
24 43 3
24 44 68
24 45 1
24 46 37
24 47 43
24 48 26
24 49 90
24 50 51
24 51 27
24 52 20
24 53 2
24 54 14
24 55 77
24 56 10
24 57 25
24 58 95
24 59 80
25 0 62
25 1 86
25 2 27
25 3 43
25 4 15
25 5 28
25 6 21
25 7 60
25 8 99
25 9 56
25 10 29
25 11 5
25 12 46
25 13 42
25 14 95
25 15 25
25 16 69
25 17 67
25 18 52
25 19 21
25 20 88
25 21 24
25 22 78
25 23 94
25 24 1
25 25 0
25 26 7
25 27 59
25 28 84
25 29 10
25 30 35
25 31 8
25 32 59
25 33 33
25 34 63
25 35 44
25 36 56
25 37 92
25 38 56
25 39 5
25 40 54
25 41 14
25 42 36
25 43 80
25 44 88
25 45 53
25 46 69
25 47 26
25 48 48
25 49 8
25 50 14
25 51 97
25 52 26
25 53 13
25 54 66
25 55 71
25 56 66
25 57 85
25 58 45
25 59 16
26 0 99
26 1 81
26 2 68
26 3 74
26 4 69
26 5 79
26 6 49
26 7 19
26 8 80
26 9 78
26 10 43
26 11 78
26 12 7
26 13 59
26 14 4
26 15 4
26 16 83
26 17 43
26 18 19
26 19 94
26 20 80
26 21 35
26 22 68
26 23 48
26 24 14
26 25 95
26 26 0
26 27 49
26 28 17
26 29 70
26 30 41
26 31 64
26 32 26
26 33 87
26 34 72
26 35 55
26 36 2
26 37 27
26 38 47
26 39 72
26 40 20
26 41 80
26 42 43
26 43 77
26 44 4
26 45 58
26 46 68
26 47 50
26 48 52
26 49 29
26 50 94
26 51 1
26 52 96
26 53 17
26 54 33
26 55 24
26 56 90
26 57 42
26 58 52
26 59 62
27 0 76
27 1 59
27 2 74
27 3 3
27 4 80
27 5 25
27 6 43
27 7 13
27 8 75
27 9 14
27 10 93
27 11 78
27 12 53
27 13 70
27 14 19
27 15 8
27 16 80
27 17 99
27 18 82
27 19 18
27 20 4
27 21 6
27 22 76
27 23 49
27 24 61
27 25 78
27 26 85
27 27 0
27 28 2
27 29 64
27 30 18
27 31 4
27 32 27
27 33 87
27 34 40
27 35 85
27 36 85
27 37 28
27 38 72
27 39 35
27 40 2
27 41 67
27 42 13
27 43 37
27 44 44
27 45 29
27 46 69
27 47 3
27 48 4
27 49 98
27 50 31
27 51 58
27 52 71
27 53 16
27 54 59
27 55 93
27 56 11
27 57 18
27 58 23
27 59 7
28 0 2
28 1 63
28 2 83
28 3 5
28 4 25
28 5 85
28 6 36
28 7 66
28 8 26
28 9 41
28 10 50
28 11 62
28 12 63
28 13 49
28 14 85
28 15 60
28 16 19
28 17 29
28 18 42
28 19 67
28 20 1
28 21 57
28 22 89
28 23 69
28 24 62
28 25 4
28 26 29
28 27 28
28 28 0
28 29 57
28 30 90
28 31 1
28 32 50
28 33 88
28 34 52
28 35 82
28 36 31
28 37 53
28 38 37
28 39 63
28 40 89
28 41 59
28 42 29
28 43 49
28 44 3
28 45 34
28 46 88
28 47 25
28 48 43
28 49 66
28 50 17
28 51 28
28 52 55
28 53 99
28 54 42
28 55 21
28 56 51
28 57 21
28 58 24
28 59 96
29 0 22
29 1 1
29 2 88
29 3 92
29 4 62
29 5 65
29 6 65
29 7 54
29 8 57
29 9 82
29 10 51
29 11 81
29 12 73
29 13 29
29 14 54
29 15 27
29 16 60
29 17 68
29 18 99
29 19 67
29 20 52
29 21 80
29 22 46
29 23 44
29 24 51
29 25 35
29 26 56
29 27 50
29 28 33
29 29 0
29 30 57
29 31 79
29 32 5
29 33 70
29 34 86
29 35 90
29 36 24
29 37 77
29 38 94
29 39 64
29 40 28
29 41 53
29 42 75
29 43 92
29 44 21
29 45 16
29 46 59
29 47 14
29 48 57
29 49 48
29 50 74
29 51 32
29 52 46
29 53 16
29 54 79
29 55 89
29 56 7
29 57 51
29 58 75
29 59 48
30 0 1
30 1 83
30 2 65
30 3 5
30 4 80
30 5 99
30 6 22
30 7 68
30 8 62
30 9 82
30 10 64
30 11 99
30 12 86
30 13 42
30 14 95
30 15 22
30 16 44
30 17 14
30 18 82
30 19 54
30 20 56
30 21 86
30 22 83
30 23 75
30 24 44
30 25 12
30 26 88
30 27 51
30 28 82
30 29 41
30 30 0
30 31 90
30 32 47
30 33 83
30 34 72
30 35 94
30 36 30
30 37 87
30 38 90
30 39 60
30 40 30
30 41 88
30 42 86
30 43 90
30 44 77
30 45 15
30 46 78
30 47 30
30 48 64
30 49 93
30 50 64
30 51 83
30 52 77
30 53 68
30 54 64
30 55 51
30 56 10
30 57 57
30 58 30
30 59 88
31 0 71
31 1 62
31 2 53
31 3 72
31 4 26
31 5 72
31 6 69
31 7 95
31 8 93
31 9 71
31 10 18
31 11 40
31 12 16
31 13 39
31 14 24
31 15 13
31 16 14
31 17 26
31 18 36
31 19 65
31 20 74
31 21 2
31 22 65
31 23 7
31 24 45
31 25 58
31 26 74
31 27 97
31 28 14
31 29 94
31 30 13
31 31 0
31 32 18
31 33 51
31 34 80
31 35 75
31 36 39
31 37 11
31 38 61
31 39 66
31 40 44
31 41 7
31 42 71
31 43 1
31 44 83
31 45 72
31 46 77
31 47 55
31 48 96
31 49 43
31 50 41
31 51 19
31 52 42
31 53 66
31 54 6
31 55 68
31 56 22
31 57 29
31 58 53
31 59 79
32 0 79
32 1 76
32 2 64
32 3 27
32 4 10
32 5 69
32 6 15
32 7 16
32 8 36
32 9 65
32 10 21
32 11 83
32 12 26
32 13 52
32 14 36
32 15 61
32 16 67
32 17 58
32 18 28
32 19 21
32 20 90
32 21 46
32 22 47
32 23 5
32 24 4
32 25 41
32 26 93
32 27 3
32 28 60
32 29 59
32 30 76
32 31 86
32 32 0
32 33 47
32 34 57
32 35 14
32 36 25
32 37 48
32 38 5
32 39 25
32 40 73
32 41 44
32 42 44
32 43 55
32 44 23
32 45 86
32 46 99
32 47 23
32 48 43
32 49 76
32 50 33
32 51 58
32 52 89
32 53 17
32 54 52
32 55 75
32 56 64
32 57 61
32 58 69
32 59 22
33 0 85
33 1 40
33 2 34
33 3 61
33 4 27
33 5 3
33 6 22
33 7 61
33 8 25
33 9 8
33 10 5
33 11 43
33 12 44
33 13 8
33 14 95
33 15 85
33 16 39
33 17 7
33 18 61
33 19 87
33 20 17
33 21 18
33 22 11
33 23 26
33 24 53
33 25 30
33 26 58
33 27 6
33 28 29
33 29 97
33 30 47
33 31 17
33 32 70
33 33 0
33 34 43
33 35 74
33 36 86
33 37 13
33 38 68
33 39 80
33 40 99
33 41 91
33 42 77
33 43 74
33 44 23
33 45 71
33 46 39
33 47 95
33 48 19
33 49 93
33 50 92
33 51 1
33 52 56
33 53 29
33 54 53
33 55 3
33 56 68
33 57 39
33 58 38
33 59 82
34 0 48
34 1 50
34 2 57
34 3 14
34 4 11
34 5 26
34 6 59
34 7 68
34 8 23
34 9 96
34 10 12
34 11 50
34 12 3
34 13 92
34 14 37
34 15 74
34 16 42
34 17 60
34 18 3
34 19 73
34 20 55
34 21 15
34 22 36
34 23 79
34 24 53
34 25 27
34 26 45
34 27 38
34 28 96
34 29 45
34 30 58
34 31 63
34 32 69
34 33 70
34 34 0
34 35 62
34 36 79
34 37 28
34 38 27
34 39 66
34 40 36
34 41 71
34 42 6
34 43 8
34 44 21
34 45 5
34 46 88
34 47 8
34 48 79
34 49 47
34 50 53
34 51 28
34 52 8
34 53 91
34 54 39
34 55 67
34 56 70
34 57 54
34 58 9
34 59 76
35 0 4
35 1 51
35 2 98
35 3 54
35 4 15
35 5 48
35 6 34
35 7 6
35 8 5
35 9 83
35 10 16
35 11 20
35 12 60
35 13 52
35 14 1
35 15 36
35 16 13
35 17 96
35 18 9
35 19 4
35 20 15
35 21 70
35 22 85
35 23 30
35 24 60
35 25 11
35 26 27
35 27 47
35 28 61
35 29 96
35 30 53
35 31 24
35 32 27
35 33 81
35 34 74
35 35 0
35 36 20
35 37 63
35 38 40
35 39 47
35 40 70
35 41 22
35 42 93
35 43 23
35 44 91
35 45 39
35 46 20
35 47 18
35 48 49
35 49 17
35 50 81
35 51 98
35 52 86
35 53 25
35 54 27
35 55 54
35 56 88
35 57 31
35 58 77
35 59 96
36 0 61
36 1 86
36 2 82
36 3 18
36 4 20
36 5 3
36 6 31
36 7 84
36 8 51
36 9 91
36 10 98
36 11 38
36 12 23
36 13 25
36 14 70
36 15 2
36 16 79
36 17 17
36 18 38
36 19 35
36 20 78
36 21 88
36 22 32
36 23 11
36 24 80
36 25 63
36 26 86
36 27 75
36 28 80
36 29 46
36 30 2
36 31 92
36 32 14
36 33 70
36 34 64
36 35 25
36 36 0
36 37 36
36 38 51
36 39 79
36 40 58
36 41 86
36 42 48
36 43 56
36 44 36
36 45 44
36 46 54
36 47 75
36 48 57
36 49 60
36 50 30
36 51 18
36 52 18
36 53 7
36 54 70
36 55 63
36 56 82
36 57 39
36 58 43
36 59 29
37 0 77
37 1 11
37 2 88
37 3 96
37 4 33
37 5 99
37 6 85
37 7 62
37 8 59
37 9 94
37 10 36
37 11 59
37 12 41
37 13 74
37 14 99
37 15 97
37 16 41
37 17 79
37 18 1
37 19 25
37 20 63
37 21 17
37 22 79
37 23 86
37 24 27
37 25 31
37 26 42
37 27 36
37 28 79
37 29 34
37 30 6
37 31 60
37 32 60
37 33 38
37 34 2
37 35 14
37 36 11
37 37 0
37 38 83
37 39 19
37 40 96
37 41 73
37 42 10
37 43 6
37 44 47
37 45 48
37 46 95
37 47 84
37 48 29
37 49 55
37 50 36
37 51 63
37 52 1
37 53 7
37 54 23
37 55 87
37 56 26
37 57 44
37 58 78
37 59 81
38 0 75
38 1 61
38 2 95
38 3 84
38 4 35
38 5 76
38 6 51
38 7 41
38 8 44
38 9 62
38 10 39
38 11 40
38 12 35
38 13 65
38 14 44
38 15 54
38 16 63
38 17 61
38 18 52
38 19 29
38 20 4
38 21 86
38 22 44
38 23 51
38 24 94
38 25 14
38 26 45
38 27 68
38 28 34
38 29 73
38 30 98
38 31 54
38 32 45
38 33 23
38 34 21
38 35 26
38 36 58
38 37 45
38 38 0
38 39 25
38 40 83
38 41 3
38 42 77
38 43 36
38 44 26
38 45 44
38 46 80
38 47 15
